ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
84,Gerald,Muldoon,-20,Male,84,0,0,5,4,33,ESTP,Do you get along well with Bonnie?,I talked to Bonnie when I was 25 but we didn't work as friends,What happened to your left arm?,I crippled my left arm when I was 46,How old was your father when he died?,My father was 99 when he died,Who was your first friend?,My first friend was Mirren Mclay,Do you have any injuries to your head?,I've never had any serious injuries to my head,Soldier
85,James,Hosie,-20,Male,82,0,0,3,4,32,INFP,How old were you when you married Jill?,I married Jill when I was 21 and they were 21,Do you get along well with Catherine?,I talked to Catherine when I was 21 but we didn't work as friends,What happened to your torso?,I scarred my torso when I was 26,What happened to your right leg?,I crippled my right leg when I was 74,How old was your mother when she died?,My mother was 99 when she died,Soldier
86,Philip,Drummond,-20,Male,44,0,0,4,4,34,ENTJ,How long have you been friends with Shay?,I've been friends with Shay since I was 23,Do you have any children?,I have 4 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Shay Holt?,No. Shay and I don't share any friends,Who were your parents?,My mother was Fimbultyr and my father was Fimbultyr,Smith
87,Gareth,Mcmahon,-20,Male,93,0,0,4,4,39,INFJ,What happened to your torso?,I burned my torso when I was 21,How long have you been friends with James?,I've been friends with James since I was 22,What happened to your left leg?,I scarred my left leg when I was 38,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Farmer
88,Jax,Ferry,-20,Male,34,0,0,3,3,40,ISTP,What happened to your torso?,I lost my torso when I was 34,How old was your father when he died?,My father was 99 when he died,Who was your first friend?,My first friend was Alfie Mcrae,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 99 when she died,Farmer
89,Kenzie,Brownlie,-20,Male,49,0,0,3,4,42,ISTP,What happened to your torso?,I burned my torso when I was 21,What happened to your right leg?,I lost my right leg when I was 39,What happened to your left arm?,I burned my left arm when I was 47,Do you have any children?,I have 3 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Farmer
90,Louis,Glendinning,-20,Male,72,0,0,2,4,46,ENTP,What happened to your torso?,I crippled my torso when I was 50,What happened to your right arm?,I scarred my right arm when I was 59,Do you have any shared friends with Jonathan Crombie?,No. Jonathan and I don't share any friends,Who were your parents?,My mother was Fimbultyr and my father was Fimbultyr,How many friends do you have?,I have 4 friends,Farmer
91,Gerard,Stephen,-20,Male,79,0,0,4,4,36,ESFP,What happened to your left arm?,I burned my left arm when I was 33,What happened to your right leg?,I burned my right leg when I was 46,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 99 when he died,Who was your first friend?,My first friend was Julia Hewitt,Farmer
92,Kenzie,Rowe,-20,Male,83,0,0,2,4,43,ISFJ,How long have you been friends with Zak?,I've been friends with Zak since I was 21,How long have you been friends with Lara?,I've been friends with Lara since I was 22,What happened to your right leg?,I lost my right leg when I was 77,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 99 when she died,Smith
93,Lennon,Mcdonough,-20,Male,75,0,0,5,4,37,ESFJ,What happened to your torso?,I scarred my torso when I was 27,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Barrie Noon?,No. Barrie and I don't share any friends,Who were your parents?,My mother was Fimbultyr and my father was Fimbultyr,Soldier
94,Garry,Fuller,-20,Male,30,0,0,4,4,45,ISTP,How old were you when you married Maisie?,I married Maisie when I was 21 and they were 21,What happened to your right leg?,I crippled my right leg when I was 22,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 99 when he died,Smith
95,Sean,Dryden,-20,Male,79,0,0,5,4,44,ENFJ,How long have you been friends with Charlotte?,I've been friends with Charlotte since I was 21,Who was your first friend?,My first friend was Elijah Evans,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 99 when she died,Do you have any children?,I have 5 wonderful children!,Farmer
96,Thomas,Main,-20,Male,76,0,0,1,4,47,ENFJ,What happened to your right leg?,I crippled my right leg when I was 37,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Ashley Mclaren?,No. Ashley and I don't share any friends,Who were your parents?,My mother was Fimbultyr and my father was Fimbultyr,How many friends do you have?,I have 4 friends,Farmer
97,Riley,Rodden,-20,Male,79,0,0,1,4,41,INFJ,How long have you been friends with Lynne?,I've been friends with Lynne since I was 21,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 99 when he died,Who was your first friend?,My first friend was Lynne Little,Do you have any injuries to your head?,I've never had any serious injuries to my head,Farmer
98,Ryan,Hewitt,-20,Male,76,0,0,5,4,49,ENFP,What happened to your left arm?,I scarred my left arm when I was 46,How old was your mother when she died?,My mother was 99 when she died,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Maisie Crombie?,No. Maisie and I don't share any friends,Farmer
99,Greig,Wales,-20,Male,82,0,0,4,4,50,ISFP,How old were you when you married Beth?,I married Beth when I was 21 and they were 21,What happened to your left arm?,I burned my left arm when I was 41,What happened to your torso?,I scarred my torso when I was 52,Who were your parents?,My mother was Fimbultyr and my father was Fimbultyr,How many friends do you have?,I have 4 friends,Smith
100,Alastair,Thow,-20,Male,69,0,0,0,4,Single,ESFJ,What happened to your left arm?,I scarred my left arm when I was 22,What happened to your right arm?,I scarred my right arm when I was 24,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 99 when he died,Who was your first friend?,My first friend was Bruce Gault,Farmer
101,Evan,Skinner,2,Male,31,25,72,3,4,112,ISTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I crippled my right arm when I was 17,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lindsey who was born 6 years after me,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I have 3 wonderful children!,Farmer
102,Barbara,Glendinning,2,Female,79,31,82,4,4,104,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Lee Drummond?,No. Lee and I don't share any friends,Who were your parents?,My mother was Victoria and my father was Timothy,How many friends do you have?,I have 4 friends,Farmer
103,Allan,Muldoon,2,Male,81,33,84,0,4,108,ESTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I crippled my torso when I was 54,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 84 when he died,Who was your first friend?,My first friend was Jake Mclay,Farmer
104,Lyle,Glendinning,2,Male,76,46,90,4,4,102,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 75,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Jillian who was born 18 years after me,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I have 4 wonderful children!,Farmer
105,Brian,Bates,3,Male,71,14,64,3,4,106,INTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 29,What happened to your right leg?,I lost my right leg when I was 64,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Lee Drummond?,No. Lee and I don't share any friends,Farmer
106,Laura,Bates,3,Female,58,23,75,3,4,105,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Alexandra and my father was Harry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 74 when he died,Farmer
107,Bonnie,Hewitt,3,Female,73,32,85,1,4,118,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 20,What happened to your torso?,I crippled my torso when I was 66,Who was your first friend?,My first friend was Cora Noon,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Olly who was born 10 years after me,Farmer
108,Kirsteen,Muldoon,3,Female,77,35,78,0,4,103,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I burned my torso when I was 42,How old was your mother when she died?,My mother was 72 when she died,Do you have any children?,I don't have any children,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Farmer
109,Louie,Holt,4,Male,37,4,52,0,4,127,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Reece Tariq?,No. Reece and I don't share any friends,Who were your parents?,My mother was Kelsey and my father was Shay,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Farmer
